name,age,club,minor,pa,best,pos,field,bats,HR_mlb,HR,OBP,OPS+,bestP,HR_p,OBP_p,OPS+_p,OPS+_pF,Tpct,c,1b,2b,3b,ss,lf,cf,rf,dh,cP,1bP,2bP,3bP,ssP,lfP,cfP,rfP,dhP,toWAR,toWARP,c_tdWAR,1b_tdWAR,2b_tdWAR,3b_tdWAR,ss_tdWAR,lf_tdWAR,cf_tdWAR,rf_tdWAR,dh_tdWAR,in_list
Jose Moreno,19,CHC,1,0,-9.37,1b,,R,,4,0.134,44,-8.57,6,0.165,50,-999,0.44,-20.14,-9.37,-13.84,-11.83,-17.02,-12.36,-11.42,-12.08,-9.61,-19.35,-8.57,-13.04,-11.03,-16.22,-11.56,-10.62,-11.28,-8.81,-9.61,-8.81,-10.54,0.24,-4.23,-2.22,-7.41,-2.75,-1.81,-2.47,0,
Tullio Savelli,19,CHC,1,0,-8.77,lf,,R,,4,0.134,44,-7.16,6,0.171,53,-999,0.44,-20.14,-9.52,-14.1,-13.9,-17.78,-8.77,-10.59,-11.08,-9.61,-18.54,-7.91,-12.5,-12.3,-16.17,-7.16,-8.98,-9.47,-8.0,-9.61,-8.0,-10.54,0.09,-4.5,-4.3,-8.17,0.84,-0.98,-1.47,0,
Jordan Lopez,19,DET,1,0,-5.22,lf,LF,R,,8,0.209,62,1.92,39,0.31,109,109,0.95,-16.8,-5.65,-7.17,-7.83,-11.69,-5.22,-6.58,-6.46,-6.27,-9.67,1.49,-0.03,-0.69,-4.55,1.92,0.56,0.67,0.87,-6.27,0.87,-10.54,0.62,-0.9,-1.56,-5.42,1.05,-0.32,-0.2,0,
Victor Flores,19,CHC,1,0,-5.9,1b,,R,,6,0.209,63,-2.75,12,0.271,81,-999,0.63,-16.42,-5.9,-10.55,-10.01,-15.0,-9.97,-7.53,-9.63,-6.02,-13.27,-2.75,-7.4,-6.87,-11.85,-6.83,-4.38,-6.49,-2.87,-6.02,-2.87,-10.4,0.12,-4.53,-4.0,-8.98,-3.96,-1.51,-3.62,0,
Oscar Sepulveda,20,COL,1,0,-2.68,1b,,L,,12,0.26,79,1.33,16,0.349,104,-999,0.79,-13.67,-2.68,-4.71,-3.22,-8.32,-7.56,-4.75,-7.07,-3.14,-9.66,1.33,-0.7,0.79,-4.31,-3.56,-0.74,-3.06,0.87,-3.14,0.87,-10.54,0.45,-1.57,-0.08,-5.18,-4.43,-1.61,-3.94,0,
Tony Marin,19,CHC,1,0,-7.78,lf,LF,R,,4,0.147,48,-3.87,6,0.226,69,69,0.74,-19.28,-8.86,-13.97,-13.17,-17.4,-7.78,-9.05,-8.92,-8.88,-15.37,-4.95,-10.06,-9.26,-13.49,-3.87,-5.14,-5.01,-4.97,-8.88,-4.97,-10.4,0.02,-5.09,-4.3,-8.53,1.1,-0.17,-0.05,0,
Nick Sanchez,18,CHC,1,0,-9.37,1b,,R,,4,0.134,44,-8.39,10,0.158,52,-999,0.44,-20.14,-9.37,-13.71,-13.52,-17.78,-13.51,-10.94,-13.08,-9.61,-19.17,-8.39,-12.73,-12.54,-16.8,-12.54,-9.96,-12.11,-8.63,-9.61,-8.63,-10.54,0.24,-4.1,-3.91,-8.17,-3.91,-1.33,-3.48,0,
Miguel Serna,19,SEA,1,0,-6.77,2b,2B,R,,6,0.165,54,0.18,17,0.302,98,98,0.83,-18.17,-7.31,-6.77,-7.17,-8.88,-11.63,-9.14,-11.11,-7.77,-11.22,-0.35,0.18,-0.22,-1.93,-4.67,-2.18,-4.15,-0.82,-7.77,-0.82,-10.4,0.46,1.0,0.6,-1.11,-3.86,-1.37,-3.34,0,
Marcos Porcellato,19,PIT,1,0,-6.3,3b,"2B, 3B",L,,4,0.152,49,2.17,14,0.324,102,102,0.75,-19.08,-8.08,-7.37,-6.3,-8.46,-12.49,-9.95,-11.87,-8.68,-10.6,0.39,1.1,2.17,0.02,-4.01,-1.48,-3.4,-0.2,-8.68,-0.2,-10.4,0.6,1.31,2.38,0.22,-3.81,-1.28,-3.19,0,
Jonathan Adame,19,LAA,1,0,-4.32,lf,,R,,8,0.223,68,5.59,26,0.403,127,-999,0.68,-15.74,-4.86,-8.89,-7.38,-12.67,-4.32,-6.13,-6.54,-5.2,-5.83,5.04,1.02,2.53,-2.76,5.59,3.77,3.37,4.7,-5.2,4.7,-10.54,0.34,-3.69,-2.17,-7.47,0.88,-0.93,-1.33,0,
Tillmão Almeda,20,Free,0,0,-5.46,lf,LF,S,,6,0.198,61,0.13,14,0.307,97,97,0.88,-16.99,-5.9,-6.47,-7.07,-9.87,-5.46,-6.64,-6.79,-6.46,-11.41,-0.31,-0.88,-1.48,-4.28,0.13,-1.06,-1.21,-0.87,-6.46,-0.87,-10.54,0.56,-0.01,-0.61,-3.41,1.0,-0.19,-0.34,0,
Julio Guerrero,19,ATL,1,0,-6.39,lf,,R,,8,0.183,58,3.4,21,0.382,117,-999,0.58,-17.61,-6.95,-11.67,-11.07,-16.38,-6.39,-8.25,-8.9,-7.07,-7.82,2.84,-1.88,-1.28,-6.59,3.4,1.54,0.89,2.72,-7.07,2.72,-10.54,0.12,-4.6,-4.0,-9.31,0.68,-1.17,-1.83,0,
Pedro Melgar,19,SF,1,0,-7.76,1b,,L,,8,0.162,53,2.68,22,0.358,116,-999,0.53,-18.43,-7.76,-12.33,-11.69,-16.93,-10.74,-9.72,-10.65,-7.89,-7.99,2.68,-1.89,-1.25,-6.49,-0.3,0.72,-0.21,2.55,-7.89,2.55,-10.54,0.14,-4.44,-3.8,-9.04,-2.85,-1.82,-2.75,0,
Manny Flores,19,PIT,1,0,-6.68,1b,,R,,4,0.187,57,0.67,12,0.349,104,-999,0.57,-17.6,-6.68,-8.87,-9.38,-13.49,-10.01,-9.17,-10.03,-7.06,-10.24,0.67,-1.52,-2.03,-6.14,-2.66,-1.81,-2.67,0.29,-7.06,0.29,-10.54,0.38,-1.81,-2.32,-6.43,-2.95,-2.1,-2.96,0,
Alex Montes,19,TOR,1,0,-5.79,lf,LF,R,,6,0.189,58,0.1,17,0.292,95,95,0.89,-17.42,-6.61,-9.69,-8.95,-14.69,-5.79,-6.97,-6.93,-6.89,-11.54,-0.72,-3.81,-3.07,-8.81,0.1,-1.09,-1.05,-1.0,-6.89,-1.0,-10.54,0.28,-2.81,-2.06,-7.8,1.1,-0.09,-0.05,0,
David Velasquez,19,MIA,1,0,-4.14,1b,,L,,8,0.239,74,0.19,14,0.333,103,-999,0.74,-14.84,-4.14,-8.84,-8.02,-12.55,-7.0,-6.11,-6.62,-4.3,-10.51,0.19,-4.52,-3.69,-8.23,-2.67,-1.78,-2.3,0.02,-4.3,0.02,-10.54,0.16,-4.54,-3.71,-8.25,-2.7,-1.81,-2.32,0,
Jerry Arroyo,19,WSH,1,0,-4.17,lf,,R,,6,0.229,69,1.71,12,0.362,107,-999,0.69,-15.59,-4.83,-8.49,-8.19,-13.27,-4.17,-5.98,-6.39,-5.05,-9.71,1.05,-2.61,-2.31,-7.38,1.71,-0.1,-0.5,0.83,-5.05,0.83,-10.54,0.22,-3.44,-3.14,-8.21,0.88,-0.93,-1.33,0,
Nelson Gutierrez,19,CLE,1,0,-2.22,lf,,L,,12,0.26,81,1.47,17,0.319,103,-999,0.81,-13.64,-2.77,-6.09,-5.17,-10.72,-2.22,-4.08,-4.44,-3.11,-9.95,0.92,-2.4,-1.48,-7.03,1.47,-0.39,-0.75,0.58,-3.11,0.58,-10.54,0.34,-2.99,-2.07,-7.61,0.88,-0.97,-1.33,0,
Juan Sanchez,19,SD,1,0,-6.01,c,,R,,6,0.205,63,0.63,14,0.341,106,-999,0.63,-6.01,-6.35,-10.49,-9.46,-14.07,-9.05,-8.11,-8.77,-6.3,0.63,0.28,-3.86,-2.83,-7.44,-2.41,-1.48,-2.13,0.34,-6.3,0.34,0.29,-0.05,-4.19,-3.16,-7.77,-2.75,-1.81,-2.47,0,
Angel Morales,18,CIN,0,0,-7.96,1b,,R,,6,0.16,53,0.17,12,0.345,105,-999,0.53,-8.03,-7.96,-12.05,-10.74,-15.96,-11.97,-9.48,-11.63,-8.01,0.1,0.17,-3.92,-2.61,-7.83,-3.84,-1.35,-3.5,0.12,-8.01,0.12,-0.02,0.05,-4.03,-2.72,-7.94,-3.96,-1.47,-3.62,0,
Chris Lopez,19,LAD,1,0,-8.98,1b,,R,,6,0.135,46,0.32,17,0.328,102,-999,0.46,-19.86,-8.98,-9.37,-11.84,-15.42,-13.7,-10.79,-13.19,-9.32,-10.56,0.32,-0.06,-2.54,-6.12,-4.4,-1.49,-3.89,-0.02,-9.32,-0.02,-10.54,0.34,-0.05,-2.52,-6.1,-4.38,-1.47,-3.87,0,
Danny Alvarez,19,CWS,1,0,-8.3,1b,,R,,8,0.158,51,0.12,28,0.312,102,-999,0.51,-10.3,-8.3,-13.32,-12.57,-17.25,-11.32,-10.34,-11.22,-8.47,-1.88,0.12,-4.9,-4.15,-8.84,-2.91,-1.92,-2.81,-0.06,-8.47,-0.06,-1.83,0.18,-4.85,-4.09,-8.78,-2.85,-1.87,-2.75,0,
Alejandro Tucci,19,COL,1,0,-6.51,lf,RF,L,,4,0.162,52,1.37,14,0.322,101,101,0.8,-18.37,-7.65,-12.37,-11.55,-16.08,-6.51,-7.02,-6.53,-7.83,-10.48,0.24,-4.49,-3.66,-8.2,1.37,0.86,1.35,0.05,-7.83,0.05,-10.54,0.18,-4.54,-3.71,-8.25,1.32,0.81,1.3,0,
Javier Gonzales,19,KC,1,0,-5.43,lf,LF,R,,10,0.189,61,3.34,52,0.322,122,122,0.94,-16.77,-6.07,-9.96,-9.08,-15.47,-5.43,-6.65,-6.85,-6.37,-8.01,2.69,-1.2,-0.31,-6.71,3.34,2.11,1.91,2.39,-6.37,2.39,-10.4,0.3,-3.59,-2.7,-9.1,0.95,-0.28,-0.48,0,
Ramon Moreno,20,PIT,1,0,-5.3,2b,2B,R,,8,0.217,64,5.71,47,0.406,136,136,0.93,-16.31,-5.36,-5.3,-5.45,-7.14,-8.71,-7.73,-8.52,-5.91,-5.3,5.65,5.71,5.56,3.87,2.3,3.28,2.49,5.1,-5.91,5.1,-10.4,0.55,0.62,0.46,-1.23,-2.8,-1.82,-2.61,0,
Armando Escobar,19,STL,1,0,-6.01,c,,S,,8,0.201,61,1.07,22,0.341,105,-999,0.61,-6.01,-6.38,-10.53,-8.87,-13.95,-9.22,-8.23,-8.94,-6.47,1.07,0.69,-3.46,-1.8,-6.88,-2.14,-1.16,-1.86,0.61,-6.47,0.61,0.46,0.08,-4.07,-2.4,-7.49,-2.75,-1.77,-2.47,0,
Francisco Rascon,19,SEA,1,0,-7.06,lf,LF,R,,6,0.16,53,1.24,17,0.336,105,105,0.82,-18.55,-7.53,-11.99,-11.62,-16.26,-7.06,-8.25,-8.49,-8.01,-10.24,0.77,-3.68,-3.31,-7.95,1.24,0.06,-0.19,0.29,-8.01,0.29,-10.54,0.48,-3.97,-3.6,-8.25,0.95,-0.24,-0.48,0,
Omar Diaz,20,AZ,1,0,-5.07,lf,,R,,6,0.205,64,0.84,17,0.33,104,-999,0.64,-16.36,-5.43,-8.58,-5.7,-11.69,-5.07,-6.89,-7.29,-5.96,-10.45,0.48,-2.67,0.21,-5.78,0.84,-0.98,-1.38,-0.05,-5.96,-0.05,-10.4,0.53,-2.63,0.26,-5.74,0.88,-0.93,-1.33,0,
Danny Torres,19,MIA,1,0,-3.08,lf,RF,S,,8,0.239,74,1.89,14,0.347,106,106,1.14,-14.84,-4.23,-9.6,-9.33,-13.39,-3.08,-3.64,-3.29,-4.3,-9.86,0.75,-4.62,-4.36,-8.41,1.89,1.34,1.69,0.68,-4.3,0.68,-10.54,0.07,-5.3,-5.03,-9.09,1.22,0.66,1.01,0,
Leo Rodriguez,19,TOR,1,0,-6.93,1b,,S,,6,0.18,57,0.13,17,0.316,102,-999,0.57,-17.62,-6.93,-11.28,-10.25,-14.86,-9.84,-8.9,-9.56,-7.09,-10.56,0.13,-4.22,-3.19,-7.8,-2.78,-1.84,-2.5,-0.03,-7.09,-0.03,-10.54,0.16,-4.19,-3.16,-7.77,-2.75,-1.81,-2.47,0,
Wil Serna,19,CWS,1,0,-2.78,lf,LF,L,,10,0.248,77,2.26,17,0.345,109,109,1.18,-14.26,-3.43,-7.7,-7.33,-11.97,-2.78,-3.96,-4.2,-3.72,-9.22,1.61,-2.66,-2.29,-6.93,2.26,1.08,0.84,1.32,-3.72,1.32,-10.54,0.29,-3.97,-3.6,-8.25,0.95,-0.24,-0.48,0,
Rafael Valdez,19,PIT,1,0,-7.92,2b,,L,,6,0.163,52,0.37,17,0.328,102,-999,0.52,-18.85,-8.03,-7.92,-7.94,-10.57,-12.49,-9.82,-12.05,-8.31,-10.56,0.26,0.37,0.35,-2.28,-4.2,-1.53,-3.76,-0.02,-8.31,-0.02,-10.54,0.28,0.39,0.37,-2.26,-4.18,-1.51,-3.74,0,
Victor Nunez,19,NYM,1,0,-3.47,1b,,R,,8,0.261,78,2.61,23,0.377,120,-999,0.78,-14.34,-3.47,-3.64,-4.2,-6.67,-7.99,-5.31,-7.54,-3.8,-8.25,2.61,2.44,1.89,-0.58,-1.9,0.77,-1.46,2.28,-3.8,2.28,-10.54,0.33,0.16,-0.39,-2.86,-4.18,-1.51,-3.74,0,
Dave Valle,20,OAK,1,0,-1.52,lf,,S,,8,0.288,84,2.33,17,0.36,111,-999,0.84,-12.84,-2.01,-7.59,-6.69,-11.79,-1.52,-3.21,-3.92,-2.31,-8.99,1.85,-3.73,-2.83,-7.93,2.33,0.65,-0.07,1.55,-2.31,1.55,-10.54,0.3,-5.28,-4.38,-9.48,0.79,-0.9,-1.61,0,
Danny Diaz,19,KC,1,0,-6.97,2b,2B,R,,4,0.158,51,0.6,12,0.312,100,100,0.78,-18.73,-7.51,-6.97,-7.09,-7.93,-7.31,-9.16,-9.52,-8.19,-11.15,0.06,0.6,0.48,-0.36,0.27,-1.59,-1.95,-0.62,-8.19,-0.62,-10.54,0.68,1.22,1.1,0.26,0.88,-0.97,-1.33,0,
Victor Mondragon,19,AZ,1,0,-6.96,c,,S,,6,0.15,49,1.88,23,0.315,102,-999,0.49,-6.96,-8.27,-11.1,-10.51,-15.02,-11.48,-10.45,-11.1,-8.78,1.88,0.56,-2.26,-1.67,-6.18,-2.64,-1.62,-2.26,0.06,-8.78,0.06,1.82,0.5,-2.32,-1.73,-6.24,-2.7,-1.67,-2.32,0,
Luis Rubio,19,COL,1,0,-5.98,c,,R,,4,0.189,57,0.41,8,0.333,100,-999,0.57,-5.98,-6.8,-7.9,-7.05,-11.66,-11.27,-8.55,-10.64,-7.18,0.41,-0.41,-1.51,-0.66,-5.27,-4.87,-2.15,-4.25,-0.78,-7.18,-0.78,1.2,0.38,-0.72,0.13,-4.48,-4.09,-1.37,-3.46,0,
Miguel Romero,19,NYY,1,0,-4.44,3b,3B,R,,6,0.196,61,2.6,17,0.331,104,104,0.94,-17.04,-5.87,-5.6,-4.44,-7.63,-10.36,-7.87,-9.84,-6.5,-10.0,1.18,1.44,2.6,-0.59,-3.32,-0.83,-2.79,0.54,-6.5,0.54,-10.54,0.64,0.9,2.06,-1.13,-3.86,-1.37,-3.34,0,
Gabor Lousberg,19,CLE,1,0,-2.44,1b,,R,,10,0.276,82,4.37,27,0.397,128,-999,0.82,-13.28,-2.44,-5.38,-6.26,-10.04,-6.89,-4.35,-6.56,-2.88,-6.46,4.37,1.44,0.55,-3.22,-0.07,2.46,0.25,3.94,-2.88,3.94,-10.4,0.43,-2.5,-3.38,-7.16,-4.01,-1.48,-3.69,0,
Angel Rivera,19,SD,1,0,-7.15,1b,,R,,8,0.189,57,0.69,34,0.302,105,-999,0.57,-17.96,-7.15,-10.8,-11.03,-15.31,-11.61,-8.85,-11.16,-7.42,-10.12,0.69,-2.96,-3.18,-7.47,-3.76,-1.0,-3.32,0.42,-7.42,0.42,-10.54,0.27,-3.38,-3.6,-7.89,-4.18,-1.42,-3.74,0,
Pedro Campos,19,KC,1,0,-6.0,3b,,R,,6,0.189,58,1.54,14,0.352,107,-999,0.58,-17.42,-6.37,-7.29,-6.0,-10.18,-11.21,-8.3,-10.61,-6.89,-9.88,1.17,0.25,1.54,-2.64,-3.67,-0.76,-3.07,0.66,-6.89,0.66,-10.54,0.51,-0.41,0.88,-3.3,-4.33,-1.42,-3.73,0,
Javier Frias,19,TOR,1,0,-6.69,3b,,R,,4,0.151,49,2.37,10,0.359,105,-999,0.49,-19.1,-7.96,-7.32,-6.69,-10.74,-12.75,-9.9,-12.31,-8.57,-10.04,1.1,1.75,2.37,-1.68,-3.69,-0.84,-3.24,0.5,-8.57,0.5,-10.54,0.61,1.25,1.87,-2.17,-4.18,-1.34,-3.74,0,
Daniel Gutierrez,18,BOS,0,0,-7.36,lf,LF,R,,6,0.163,52,2.71,22,0.364,113,113,0.84,-18.85,-7.93,-8.0,-9.34,-11.91,-7.36,-8.59,-8.79,-8.31,-8.78,2.14,2.07,0.73,-1.84,2.71,1.48,1.28,1.76,-8.31,1.76,-10.54,0.38,0.31,-1.03,-3.6,0.95,-0.28,-0.48,0,
Feltse Roovers,19,NYM,1,0,-5.27,3b,"2B, 3B, RF",R,,8,0.182,60,2.69,14,0.349,110,110,0.92,-17.06,-6.04,-6.0,-5.27,-6.96,-5.54,-6.18,-5.93,-6.66,-9.1,1.92,1.96,2.69,1.0,2.42,1.78,2.03,1.3,-6.66,1.3,-10.4,0.62,0.66,1.38,-0.3,1.12,0.48,0.73,0,
Alberto Cruz,19,KC,1,0,-6.7,lf,LF,R,,8,0.177,56,1.47,33,0.319,106,106,0.86,-18.08,-7.31,-11.98,-11.34,-16.58,-6.7,-8.01,-8.23,-7.54,-9.92,0.85,-3.82,-3.18,-8.42,1.47,0.15,-0.07,0.62,-7.54,0.62,-10.54,0.23,-4.44,-3.8,-9.04,0.85,-0.47,-0.69,0,
Miguel Soto,19,MIL,1,0,-5.07,rf,RF,R,,4,0.169,53,4.32,10,0.365,111,111,0.82,-18.05,-7.2,-10.83,-10.56,-15.09,-6.03,-5.91,-5.07,-7.51,-8.65,2.2,-1.43,-1.17,-5.7,3.37,3.49,4.32,1.89,-7.51,1.89,-10.54,0.32,-3.32,-3.05,-7.58,1.48,1.6,2.44,0,
Raul Suarez,20,CIN,1,0,-5.63,1b,,L,,4,0.203,63,0.83,8,0.357,107,-999,0.63,-16.67,-5.63,-6.66,-5.97,-9.67,-8.98,-8.0,-8.89,-6.13,-10.21,0.83,-0.2,0.49,-3.21,-2.52,-1.54,-2.43,0.33,-6.13,0.33,-10.54,0.5,-0.52,0.17,-3.54,-2.85,-1.87,-2.75,0,
Adrian Longoria,18,CLE,1,0,-6.51,lf,LF,L,,4,0.169,53,1.36,17,0.321,102,102,0.85,-18.05,-7.23,-10.86,-10.45,-15.97,-6.51,-7.74,-7.85,-7.51,-10.17,0.64,-2.98,-2.58,-8.1,1.36,0.13,0.03,0.36,-7.51,0.36,-10.54,0.28,-3.35,-2.94,-8.46,1.0,-0.23,-0.34,0,
Francisco Santos,19,SD,1,0,-6.03,2b,"2B, LF",R,,8,0.166,53,2.26,34,0.292,101,101,0.82,-18.7,-7.37,-6.03,-7.47,-8.28,-7.11,-8.26,-8.36,-8.16,-10.41,0.91,2.26,0.81,0.01,1.17,0.03,-0.07,0.13,-8.16,0.13,-10.54,0.79,2.13,0.69,-0.12,1.05,-0.09,-0.2,0,
Javier Flores,18,TOR,1,0,-4.07,3b,"2B, 3B",R,,6,0.182,57,5.82,23,0.382,122,122,0.92,-17.74,-6.42,-5.34,-4.07,-6.19,-6.27,-8.08,-8.39,-7.2,-7.86,3.46,4.54,5.82,3.69,3.62,1.8,1.49,2.68,-7.2,2.68,-10.54,0.78,1.86,3.14,1.02,0.94,-0.88,-1.18,0,
Fabio Almeda,19,NYM,1,0,-7.01,1b,,R,,8,0.176,56,0.62,31,0.331,104,-999,0.56,-17.96,-7.01,-8.88,-8.87,-13.01,-10.07,-9.18,-9.6,-7.43,-10.33,0.62,-1.25,-1.24,-5.38,-2.45,-1.55,-1.98,0.2,-7.43,0.2,-10.54,0.42,-1.45,-1.44,-5.58,-2.65,-1.76,-2.18,0,
Omar Gonzalez,19,CLE,1,0,-6.67,1b,,L,,6,0.191,59,0.62,17,0.336,105,-999,0.59,-17.54,-6.67,-11.48,-10.16,-14.95,-9.65,-8.71,-9.18,-7.0,-10.24,0.62,-4.19,-2.87,-7.65,-2.36,-1.42,-1.89,0.29,-7.0,0.29,-10.54,0.33,-4.48,-3.16,-7.94,-2.65,-1.71,-2.18,0,
Danny Reyes,19,LAD,1,0,-3.57,lf,,L,,10,0.234,72,2.34,17,0.364,113,-999,0.72,-15.1,-4.23,-7.73,-5.85,-12.1,-3.57,-5.35,-5.6,-4.56,-9.18,1.68,-1.81,0.07,-6.19,2.34,0.57,0.31,1.36,-4.56,1.36,-10.54,0.33,-3.17,-1.29,-7.54,0.99,-0.79,-1.04,0,
Choei Okuyama,19,TOR,1,0,-6.74,2b,2B,R,,6,0.161,52,3.35,28,0.342,113,113,0.8,-18.74,-7.67,-6.74,-7.95,-9.12,-7.37,-9.14,-9.68,-8.2,-8.65,2.42,3.35,2.14,0.97,2.72,0.95,0.41,1.89,-8.2,1.89,-10.54,0.53,1.46,0.25,-0.92,0.84,-0.94,-1.47,0,
Salvador Martinez,18,OAK,1,0,-7.7,1b,,R,,6,0.161,52,1.04,17,0.331,104,-999,0.52,-18.74,-7.7,-9.27,-9.97,-13.92,-12.38,-9.76,-11.94,-8.2,-10.0,1.04,-0.53,-1.23,-5.17,-3.64,-1.02,-3.2,0.54,-8.2,0.54,-10.54,0.5,-1.07,-1.77,-5.72,-4.18,-1.56,-3.74,0,
Jose Guerrero,19,LAD,1,0,-5.23,1b,,L,,6,0.213,65,1.94,17,0.358,113,-999,0.65,-16.29,-5.23,-7.39,-6.42,-11.26,-9.71,-7.27,-9.37,-5.76,-9.12,1.94,-0.21,0.75,-4.09,-2.54,-0.09,-2.2,1.42,-5.76,1.42,-10.54,0.52,-1.63,-0.67,-5.51,-3.96,-1.51,-3.62,0,
Luis Gonzalez,19,TB,1,0,-5.8,lf,LF,L,,8,0.193,59,7.56,34,0.451,140,140,0.91,-17.1,-6.52,-11.16,-11.11,-15.23,-5.8,-6.98,-7.04,-6.84,-3.74,6.84,2.2,2.24,-1.88,7.56,6.37,6.31,6.51,-6.84,6.51,-10.25,0.33,-4.31,-4.27,-8.38,1.05,-0.14,-0.2,0,
Jon Ruiz,19,PHI,1,0,-4.64,lf,RF,L,,8,0.204,64,1.95,17,0.315,101,101,0.98,-16.4,-5.91,-11.1,-10.34,-14.64,-4.64,-5.11,-4.85,-5.86,-9.81,0.68,-4.51,-3.75,-8.05,1.95,1.48,1.74,0.73,-5.86,0.73,-10.54,-0.05,-5.24,-4.48,-8.78,1.22,0.75,1.01,0,
Mike Castelan,19,CHC,1,0,-4.77,2b,"2B, 3B",R,,6,0.204,62,1.39,17,0.328,102,102,0.95,-16.58,-5.65,-4.77,-5.0,-6.76,-8.93,-7.99,-8.65,-6.18,-10.42,0.51,1.39,1.16,-0.6,-2.77,-1.83,-2.49,-0.02,-6.18,-0.02,-10.4,0.53,1.41,1.18,-0.58,-2.75,-1.81,-2.47,0,
Jose Leal,19,NYY,1,0,-6.67,c,,R,,6,0.167,54,1.57,17,0.331,104,-999,0.54,-6.67,-7.59,-11.66,-10.09,-14.86,-6.92,-8.78,-9.32,-7.71,1.57,0.65,-3.42,-1.85,-6.61,1.33,-0.53,-1.07,0.54,-7.71,0.54,1.03,0.11,-3.96,-2.39,-7.15,0.79,-1.07,-1.61,0,
Omar Fernandez,18,CLE,1,0,-5.75,lf,,L,,4,0.196,59,3.33,17,0.383,118,-999,0.59,-17.17,-6.21,-10.22,-9.34,-15.73,-5.75,-7.61,-7.97,-6.63,-8.09,2.87,-1.14,-0.26,-6.66,3.33,1.47,1.11,2.44,-6.63,2.44,-10.54,0.42,-3.59,-2.7,-9.1,0.88,-0.97,-1.33,0,
Jerry Caraballo,18,STL,0,0,-7.34,lf,LF,R,,6,0.153,51,0.36,17,0.312,98,98,0.82,-18.79,-8.51,-12.7,-12.66,-16.77,-7.34,-8.57,-8.59,-8.39,-11.08,-0.81,-5.0,-4.95,-9.07,0.36,-0.86,-0.88,-0.68,-8.39,-0.68,-10.4,-0.13,-4.31,-4.27,-8.38,1.05,-0.18,-0.2,0,
Ruben Murillo,18,CHC,1,0,-6.3,2b,2B,R,,6,0.172,55,0.39,17,0.301,96,96,0.89,-18.0,-6.91,-6.3,-6.66,-8.28,-10.26,-9.28,-10.08,-7.47,-11.31,-0.22,0.39,0.03,-1.59,-3.57,-2.59,-3.39,-0.77,-7.47,-0.77,-10.54,0.55,1.17,0.81,-0.82,-2.8,-1.82,-2.61,0,
Mario Cardona,18,LAD,1,0,-6.24,lf,LF,L,,6,0.18,57,0.23,14,0.302,97,97,0.92,-17.62,-6.56,-7.3,-8.79,-11.45,-6.24,-7.42,-7.78,-7.09,-11.16,-0.09,-0.83,-2.32,-4.98,0.23,-0.96,-1.31,-0.62,-7.09,-0.62,-10.54,0.53,-0.21,-1.7,-4.36,0.85,-0.34,-0.69,0,
Al Vera,19,TEX,1,0,-6.34,1b,,R,,6,0.191,60,1.37,17,0.352,110,-999,0.6,-17.31,-6.34,-9.69,-9.69,-14.47,-9.62,-8.6,-9.53,-6.78,-9.6,1.37,-1.98,-1.98,-6.76,-1.91,-0.89,-1.82,0.93,-6.78,0.93,-10.54,0.43,-2.91,-2.92,-7.69,-2.85,-1.82,-2.75,0,
Jose Maldonado,19,KC,1,0,-3.24,lf,,L,,8,0.249,75,3.02,12,0.397,121,-999,0.75,-14.61,-3.88,-8.23,-7.9,-12.63,-3.24,-5.1,-5.55,-4.07,-8.35,2.39,-1.96,-1.64,-6.37,3.02,1.17,0.72,2.19,-4.07,2.19,-10.54,0.2,-4.15,-3.83,-8.56,0.84,-1.02,-1.47,0,
Antonio Coronel,18,STL,1,0,-7.05,lf,LF,L,,4,0.163,52,0.72,10,0.33,100,100,0.84,-18.48,-7.79,-12.94,-12.33,-17.26,-7.05,-8.23,-8.57,-7.95,-10.72,-0.02,-5.17,-4.56,-9.49,0.72,-0.47,-0.8,-0.18,-7.95,-0.18,-10.54,0.16,-4.99,-4.38,-9.31,0.9,-0.29,-0.62,0,
Marco Fernandez,19,LAD,1,0,-7.63,lf,LF,R,,4,0.152,49,0.64,14,0.325,99,99,0.75,-19.21,-8.49,-12.99,-12.94,-17.06,-7.63,-8.81,-8.87,-8.68,-10.94,-0.22,-4.71,-4.67,-8.79,0.64,-0.54,-0.6,-0.4,-8.68,-0.4,-10.54,0.18,-4.31,-4.27,-8.38,1.05,-0.14,-0.2,0,
Willie Mejia,19,BAL,1,0,-7.23,lf,,R,,4,0.167,51,1.07,17,0.323,102,-999,0.51,-18.31,-7.52,-8.29,-7.72,-12.06,-7.23,-9.08,-9.53,-8.06,-10.02,0.77,0.01,0.57,-3.76,1.07,-0.79,-1.24,0.23,-8.06,0.23,-10.25,0.54,-0.22,0.34,-3.99,0.84,-1.02,-1.47,0,
Ezequiel Rodriguez,19,BAL,1,0,-1.84,lf,LF,R,,10,0.273,82,1.31,14,0.318,100,100,1.26,-13.37,-2.64,-7.43,-6.83,-12.15,-1.84,-3.07,-3.17,-2.84,-10.23,0.5,-4.29,-3.69,-9.0,1.31,0.08,-0.03,0.31,-2.84,0.31,-10.54,0.19,-4.6,-4.0,-9.31,1.0,-0.23,-0.34,0,
